EC	0_1	24_2	144_1	144_2	144_4	240_1	240_5	0_3	24_5	36_1	36_5	144_5	24_1	36_3	36_4	240_3	240_4
EC:6.5.1.-	49.45508	46.162876	34.665855	62.51696	35.41678	60.112526	32.411137	52.46345	44.26671	68.0449	45.723648	33.0449	51.105618	39.46418	31.6876	0	35.95643	
EC:2.1.1.266	87.02159	95.33358	82.32793	83.29404	77.718994	237.33154	195.74052	83.24769	153.76848	160.93936	70.04619	65.95403	106.24065	119.95355	77.63763	0	127.750854	
EC:1.4.99.5	41.88146	18.126541	12.49063	4.0938225	13.39647	2.690297	8.01631	26.317749	16.72864	49.27178	19.04537	32.994473	15.533171	37.236088	42.612022	0	15.89657	
EC:6.5.1.1	1709.1837	511.7063	234.10522	264.0033	249.06328	247.31708	146.16217	1635.6533	700.32385	571.46014	688.6737	164.54199	296.77066	566.306	670.1566	0	154.61288	
EC:6.3.5.4	1302.4817	217.23611	434.7962	247.34984	767.94037	166.06375	185.58478	1267.4059	402.68155	257.0796	264.00192	234.43478	203.98842	313.329	917.46375	0	203.37947	
EC:6.3.5.5	438.01434	649.75226	771.89	936.5778	737.33813	813.75275	885.33997	392.64297	475.21628	547.06793	607.4558	627.64	666.81396	568.82904	806.5368	0	737.17694	
EC:6.3.5.6	611.6957	700.7358	904.02527	775.13776	698.5976	960.3719	1114.3688	630.6555	918.78125	790.4308	600.0321	670.8714	895.08356	607.0283	744.4789	0	930.3874	
EC:3.5.1.107	4.36705	4.9711323	3.78729	5.397116	1.1908	8.02553	3.50142	2.8964748	2.80559	1.48481	4.9389	5.76322	8.27984	1.74773	6.88183	0	3.07236	
EC:3.5.1.106	3.82886	7.8035626	2.63727	6.11969	5.858534	2.80402	3.2652302	0	3.7857652	9.86116	0	5.0182	13.46533	4.2524	2.6513	0	3.88379	
EC:3.5.1.108	2174.9065	982.0069	748.6982	630.3303	804.6405	1496.6611	1116.3383	1210.2443	1781.9841	1220.0056	734.72314	1352.7267	903.42834	1182.9336	982.08575	0	1260.1937	
EC:6.3.5.1	18.10755	31.2583	51.62107	55.4705	32.982937	67.77963	51.671783	18.27992	29.25273	41.237873	42.54106	43.737694	43.18286	13.87385	52.835567	0	34.764553	
EC:6.3.5.2	283.91852	947.28284	330.79404	338.78592	291.36188	431.60846	388.73383	211.2176	649.90533	226.66293	179.03305	239.47809	790.0558	216.3888	253.62851	0	365.92667	
EC:6.3.5.3	444.03082	951.5104	344.63483	598.51245	363.8144	1086.9039	601.77893	410.73438	506.35974	262.1779	291.68643	405.81378	561.0256	254.46898	312.6781	0	429.16196	
EC:3.5.1.101	0	0	0	1.30874	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.5.1.100	0	13.988951	0	6.484836	0	3.4821	0	0	0	0	0	0	10.03751	7.93675	0	0	7.75098	
EC:3.5.1.103	0	0	0	0	0	0	0.749787	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.287	0	0	0	0	0	2.239036	0	0	0	0	0	0	0	0	0	0	3.21577	
EC:1.-	520.1433	510.17407	414.48602	495.86862	385.6599	525.11383	671.85376	423.8203	594.6379	701.68427	553.7399	397.66672	594.8864	701.0552	634.87933	0	749.2495	
EC:3.4.19.11	1.74132	4.264814	0	8.248044	6.02015	7.563629	2.164983	0.90671	2.378071	0	3.5121	0	1.48643	1.28752	0	0	0	
EC:3.4.19.12	0	13.065847	0	74.06021	0	69.75867	0	0	0	0	0	0	4.825759	23.03516	0	0	89.15684	
EC:2.1.1.295	0	1.03797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.297	0	97.371086	0	84.62585	0	101.571915	0	0	0	0	0	0	101.29535	54.501396	0	0	48.96776	
EC:2.1.1.298	0	109.41577	0	70.846634	0	95.438644	0	0	0	0	0	0	90.67493	123.1428	0	0	139.22743	
EC:1.18.6.1	0	0.532092	0	0	3.3551	0.993506	0	0	0	0	0	0	0	0	0	0	0	
EC:2.7.2.11	136.75319	134.32092	97.24948	117.95952	91.159164	163.35901	122.7847	87.15365	86.73472	92.4255	67.83321	75.72595	112.99688	85.876564	91.89359	0	152.44061	
EC:1.1.1.316	0	0	0	0.841878	0	0	0	0	0.721437	0	0	0	0	0	0	0	0	
EC:3.1.25.-	0	0	0	4.881207	0.969723	2.7104871	0.925663	0	1.9671049	0	0	1.915884	1.81074	0	0	0	0	
EC:2.1.1.219	0	0.904327	0	5.001794	3.042726	2.626194	3.205051	0	0	0	0	3.3526797	0.73771	0	5.4283695	0	0	
EC:1.3.5.6	0	0	0	0	0	0	0	1.289624	3.4831371	0	0	0	0	0	0	0	0	
EC:1.3.5.5	1.21892	2.08327	0	3.056814	0	2.69038	0	0	2.688822	0	0	0	1.95276	0	0	0	0	
EC:1.1.1.313	0	0	0	0	0	0	0	0	0.476075	0	0	0	0	0	0	0	0	
EC:1.1.1.312	0.685339	1.44473	1.63489	1.19968	2.077704	3.23312	0.772977	3.2463992	2.133996	1.49739	0	3.1098342	3.11221	0	1.96954	0	0	
EC:1.3.5.2	81.268616	104.91103	62.56444	97.72908	61.824825	98.7548	115.49213	80.81506	87.71224	84.9754	64.44352	72.21161	111.46425	119.59773	86.10342	0	119.80412	
EC:2.1.1.215	1.42208	0	0	5.2529697	0	0.752146	0	0	5.372408	0	0	0	0	0	5.12996	0	0.707451	
EC:1.3.5.1	1200.528	2535.355	1587.3862	1537.7028	1379.5396	2002.4083	1784.2732	1147.0972	1824.4342	834.4842	879.5424	1326.3572	1754.3792	1095.0645	1433.9375	0	1447.187	
EC:2.1.1.217	57.1844	49.6833	24.92025	24.38176	22.05787	34.598557	48.283432	44.060097	48.53156	86.3879	51.9389	25.98111	48.3809	71.57307	56.16381	0	58.751514	
EC:1.3.5.4	6.501532	6.467431	32.42732	11.304546	16.01937	0.643139	72.89053	10.20531	3.98639	3.709	19.717508	27.173	1.36895	0	13.230619	0	0.794576	
EC:3.2.1.172	0	0	0	6.1338596	0	10.545589	1.6656231	0	0	0	6.5854597	1.05748	1.98191	0	0	0	0	
EC:1.3.5.3	0	0	0	7.1194563	0	5.57935	0	0	0.27423	3.01804	0	0	0	0	0	0	0	
EC:3.2.1.170	0	0	0	0.679062	0.839541	0	0	0	1.04208	0	0	2.46577	0	0	0	0	0	
EC:2.1.1.213	0	0	0	0	0	0	1.33296	0	0.653567	0	0	0	0	0	0	0	0	
EC:3.1.25.1	1.63457	3.26096	3.07087	24.420502	3.63889	8.78356	5.8005033	0	2.82229	0	0	5.8896904	0.823065	0	11.3705	0	4.69123	
EC:2.1.1.214	0	0	0	0	0	1.86849	0	0	0	0	0	0	0	0	0	0	2.78508	
EC:3.2.1.165	0	0	0	0	0	0.998473	0	0	0	0	0	0	0	0	0	0	0	
EC:3.2.1.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61136	
EC:1.4.3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01959	
EC:1.1.1.320	0	0	0.884763	37.90742	0	16.873476	3.25883	0.64154	1.546329	9.59324	0	1.11705	2.55361	2.64758	1.62676	0	0	
EC:1.4.3.5	157.29755	289.69635	155.85002	139.98723	132.69557	196.3829	143.58308	130.15701	233.21458	104.04103	104.98197	141.84007	258.05795	102.59098	140.28818	0	133.12778	
EC:1.4.3.4	42.027237	40.67257	26.25904	17.605156	15.771231	30.651518	35.60431	33.4164	30.216482	44.7589	36.56687	13.836579	23.7505	54.40046	34.640873	0	27.4501	
EC:1.4.3.3	0	1.06418	2.597446	3.640701	2.39789	1.63238	4.213173	0	0	4.10559	0	1.60765	0	0	23.183529	0	1.703	
EC:1.1.1.328	0	1.1706	0	4.43097	0	2.4353	0	0	0	0	0	0	0	0	0	0	0	
EC:1.4.3.-	57.594707	53.50647	77.48114	45.339767	87.39397	38.798225	80.2919	64.3196	44.840733	70.27895	54.706272	70.60122	71.9936	84.52319	78.77965	0	102.45996	
EC:6.1.1.24	9.125117	2.526984	0	29.177223	2.577048	29.292137	11.052692	8.866835	12.555187	13.129457	0	5.16243	1.39777	6.01834	6.97797	0	1.738133	
EC:2.1.1.226	5.518123	9.831252	7.3500557	56.71183	6.170048	30.06701	14.857786	7.96936	11.941491	4.2033	9.87007	15.116062	23.16059	0	6.4351797	0	5.15764	
EC:2.1.1.228	781.48267	3174.8445	1450.3197	731.28375	838.3362	867.8136	1388.3738	550.05365	1260.6613	804.15466	525.2801	677.6067	1427.391	823.0877	863.58514	0	1314.6711	
EC:6.1.1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401241	
EC:2.1.1.229	0	0	0	1.76099	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.222	112.52573	136.32524	98.63196	124.29494	82.57773	160.21298	118.28938	107.07831	97.2214	67.62013	59.15995	69.18559	157.22833	64.88071	81.06863	0	101.64532	
EC:2.1.1.225	0	0	0	0	0	2.11317	0	0	0	0	0	0	0	0	0	0	0	
EC:2.4.1.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11241	
EC:1.2.7.8	54.644943	89.017975	48.47106	120.76846	45.529778	102.48261	50.331093	45.776512	55.625057	56.680904	86.15506	38.90833	103.60492	68.91432	71.04336	0	40.290047	
EC:6.1.1.20	302.61908	531.6463	411.2753	418.86908	332.67776	580.0867	486.5814	371.82983	355.86243	367.93796	291.73547	253.31825	397.07562	356.1996	391.78427	0	362.6496	
EC:3.2.1.156	0.828395	1.626177	3.9119802	35.90191	0	26.79901	12.0375	0	0.948539	4.20697	5.24093	9.23618	0	3.52459	0	0	3.5561967	
EC:6.1.1.21	176.83563	202.12195	255.66151	192.97601	222.28584	180.0456	190.89929	175.84189	169.0076	152.97353	148.15451	198.56735	262.02017	178.17102	253.64058	0	197.59845	
EC:6.1.1.22	12.596411	15.989195	17.403835	41.597736	8.296493	35.522545	31.82687	12.490669	20.882101	9.41391	17.03476	16.86352	8.676373	12.71547	28.770329	0	21.315907	
EC:1.1.9.1	26.302982	33.90517	15.790831	14.885036	20.03033	41.78799	25.036144	22.960875	17.138199	46.293037	19.89814	22.75858	38.494305	46.216515	34.49905	0	25.349184	
EC:6.1.1.23	0	0	3.29268	0	5.68859	2.147783	14.1731	0	4.16349	0	1.92821	3.61134	0	3.78988	6.62076	0	0	
EC:1.2.7.3	11.216821	30.220522	39.323414	720.0846	36.293365	433.68622	75.42339	8.905529	19.163557	35.699497	52.97852	77.97002	28.626348	5.73188	21.191269	0	37.23885	
EC:4.1.3.44	0	1.26933	0	0	0	0	0	0	0.617388	0	0	0	0	0	0	0	0	
EC:1.2.7.1	0.720039	3.487255	10.303982	331.0759	3.63452	336.6218	23.860538	0.576299	5.366113	8.02056	19.71046	18.18464	2.84545	2.72432	20.04919	0	5.845189	
EC:1.1.1.330	0	0.936481	0	8.22811	0	38.492172	0	0	0	0	0	0	0	0	0	0	5.5376463	
EC:4.1.3.41	0	0	0	1.63592	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:4.1.3.40	58.97425	57.57123	81.01555	68.941185	73.818436	51.11542	84.6897	60.31294	48.44266	67.26999	50.921432	48.98551	61.148674	62.968987	71.37876	0	91.54547	
EC:5.4.4.2	1.298835	9.484069	0.539748	9.863966	4.275786	10.206981	9.704131	6.507094	6.931604	0	4.82053	2.7381	1.22197	9.36677	9.60435	0	2.624245	
EC:1.2.7.-	0	0	1.52442	0	2.56598	0	0	0	0.390778	0	2.07466	0	0	0	0	0	0	
EC:3.7.1.19	0	0	0	0	0	1.9472821	0	0	0	0	0	0	0	0	0	0	0	
EC:3.7.1.17	1.00382	1.5415311	1.25341	2.9266798	2.48459	2.89087	2.542833	0	2.8634858	2.10348	2.84216	2.34975	3.15371	0	9.30877	0	1.7485	
EC:2.5.1.9	184.23787	333.07874	257.75848	164.09724	146.15483	453.57202	355.4085	222.64622	297.56622	175.27254	124.040306	144.51651	349.79822	179.94554	140.6315	0	453.36465	
EC:2.5.1.7	246.54614	530.90625	624.412	571.5584	315.1734	530.253	476.9408	226.04498	304.90768	315.3007	190.46254	330.63577	441.94995	216.15936	288.61868	0	410.14355	
EC:2.5.1.6	176.79659	305.5527	403.5177	412.02844	320.44025	451.33228	527.08795	172.50388	297.72656	204.98456	199.44551	352.5598	346.39523	174.73914	289.6411	0	410.9812	
EC:6.1.1.13	0	0	0	0	0	1.2607	0	0	1.950201	0	0	0	0	0	0	0	0	
EC:6.1.1.14	323.4362	434.21637	349.23334	355.13632	336.12625	598.6727	452.67654	335.29575	322.42847	276.0471	273.88443	282.3558	420.80978	316.7997	296.1697	0	411.37366	
EC:2.5.1.3	61.722275	104.1405	127.187294	75.23966	99.60361	73.32072	75.84131	62.836613	70.87285	49.855732	43.86877	56.479034	83.03977	43.95449	54.221016	0	82.966194	
EC:6.1.1.15	303.0968	527.19446	213.20355	297.65912	275.86563	333.87424	439.05786	267.44012	308.22092	218.47787	280.7804	228.6578	373.37436	208.56558	196.22655	0	426.78143	
EC:6.1.1.16	212.41365	226.88162	191.03423	221.90677	160.55354	323.903	236.17389	255.86769	217.18127	109.79111	102.52339	153.81131	331.59375	116.02781	155.86426	0	161.70479	
EC:6.1.1.17	212.65341	201.43262	170.8228	223.06699	114.899155	207.06808	172.54103	134.36696	176.17468	229.10278	224.12341	136.43585	217.7649	114.5795	191.30832	0	190.56657	
EC:2.5.1.1	168.13007	195.67665	218.63748	223.27638	112.21287	240.07295	196.17946	117.34812	187.02339	190.54839	125.435646	138.22507	170.3825	127.59006	132.91525	0	188.55551	
EC:6.1.1.18	268.62845	289.18954	193.66542	259.66055	150.1913	203.41167	178.33958	239.81311	198.61104	163.84837	139.78838	163.20169	290.5934	173.0616	174.75621	0	269.25253	
EC:6.1.1.19	154.34518	324.22595	125.12034	255.95424	135.83427	196.05855	246.1891	160.24588	152.28696	127.88087	150.95009	144.29608	230.59044	209.44058	206.2763	0	236.03075	
EC:2.1.1.242	77.4787	63.426598	72.7556	34.8811	68.2136	45.08314	76.20022	77.85806	58.649033	91.0059	56.45343	59.407	58.1264	90.3878	52.8229	0	81.6794	
EC:6.1.1.10	238.20282	194.44046	170.45898	324.29465	164.78111	254.65994	274.5923	141.71481	183.85336	163.8389	144.96259	199.23502	229.59837	168.43303	228.21536	0	185.88838	
EC:6.1.1.11	231.553	171.4743	158.67894	302.96655	142.97551	305.39102	191.49571	228.62248	159.95137	179.26926	121.067764	162.15862	202.90456	159.18323	244.40292	0	160.03665	
EC:6.1.1.12	336.76318	492.73798	226.9497	269.61536	203.94522	312.16168	401.0674	191.25916	274.89005	213.63347	174.91298	218.60345	314.78427	265.02295	251.62164	0	299.00467	
EC:1.5.1.-	60.146515	84.92755	63.06063	42.070488	56.34106	46.85398	65.20037	67.408264	58.97129	70.91436	81.935394	55.254845	90.30632	64.218796	57.39745	0	73.08867	
EC:3.7.1.14	0	3.7810502	0	9.641331	0	8.008274	0	0	0	0	0	0	8.62442	8.55418	0	0	4.5551	
EC:1.14.-	0	6.709689	17.31524	23.770882	7.93036	20.03011	16.46805	0	1.819762	2.77172	2.73164	13.81087	0.976381	3.49546	2.87824	0	27.887287	
EC:3.7.1.12	116.8577	77.91191	34.605118	15.99568	40.63562	50.3347	50.529198	119.4163	78.0047	65.390854	34.739258	48.56342	84.92987	40.8648	51.864502	0	47.3377	
EC:3.7.1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:1.5.1.8	0	0	2.658978	6.8123503	1.56425	11.705256	0	0	1.30914	0	0	7.31358	0	0	0	0	8.414855	
EC:1.1.1.307	0	0	0	0	0	0	0	0	2.025091	0	0	0	0	0	6.07463	0	0	
EC:1.5.1.7	0.836516	9.474196	3.115055	3.674817	5.46896	9.4599495	1.37702	3.656197	7.2338524	0	4.25505	1.23923	2.40558	1.87978	18.58075	0	1.3145001	
EC:1.1.1.306	0	0	0.927183	13.187418	0.817154	8.243156	0	0	2.964883	1.74081	3.1022	2.8117049	0.754476	0	2.11291	0	0	
EC:1.1.1.305	41.8913	116.302	1091.9434	140.022	697.3519	7.35154	50.7386	53.4262	282.93396	35.6959	46.4817	402.4437	109.89	43.385	43.6719	0	62.5519	
EC:1.14.13.2	16.76475	23.983227	27.50693	43.47901	25.822762	39.54947	40.63849	22.413807	24.442703	62.284046	43.040245	31.64851	31.297155	36.0037	62.40061	0	25.403921	
EC:1.5.1.9	0	0	0	0	0	0.864479	1.13604	0	0.879389	0	0	0	0	0	0	0	0	
EC:1.14.13.9	0	1.03288	4.5258627	2.796372	5.0360403	4.737252	7.048989	0	2.8563719	0	0	9.433579	1.47179	3.52459	14.39356	0	6.1612797	
EC:1.14.13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16937	0	0	
EC:1.14.13.7	1.17419	2.555811	6.6272	10.123496	1.60042	2.7589731	0.738707	0.676649	1.1643	0	0	7.651515	0	0	0	0	0	
EC:1.1.1.300	0	0	0	0	0	0	0	0	1.2082	0	0	0	0	0	0	0	0.848941	
EC:1.14.13.-	255.78502	488.57822	327.31082	353.05624	285.83316	375.75003	318.06348	269.3303	301.98322	266.82922	184.55087	290.0327	436.378	291.09097	348.00964	0	387.92178	
EC:1.5.1.2	66.00228	119.175896	81.32602	104.059105	61.318665	113.604355	94.60133	58.40474	82.47818	47.840107	39.125378	72.76316	88.83935	35.05076	38.504818	0	82.111694	
EC:3.2.1.183	0	2.50701	0	5.33752	0	0.836242	0	0	0	0	0	0	1.89697	0	0	0	0	
EC:3.2.1.184	0	0	0	4.84843	0	7.46879	0	0	0	0	0	0	0	0	0	0	0	
EC:1.14.13.1	23.685055	59.1243	61.565483	53.64859	49.037838	42.970676	31.645325	25.145916	35.437916	39.184578	30.815662	32.99641	38.869244	14.28602	32.46651	0	24.496523	
EC:1.5.1.3	74.78224	72.93704	62.30687	114.4339	50.556244	94.93441	72.11549	58.23171	69.3699	57.35685	65.09204	67.142166	69.66532	68.31688	53.115723	0	87.34441	
EC:2.1.1.245	0	0	4.2073593	3.3085	3.46548	7.1013923	5.119875	0	0.676237	0	0	12.23048	0	0	0	0	0.746754	
EC:1.5.1.5	369.71072	338.06427	340.28793	365.12997	292.31064	430.30746	445.79544	343.8369	286.86957	266.09735	214.49333	322.65686	306.54938	297.14484	274.42468	0	426.60196	
EC:1.1.1.308	9.12774	3.24103	4.04138	6.00347	4.22419	5.3694105	6.089173	4.04639	3.799063	0	6.10548	3.70611	5.2452297	6.44595	7.49344	0	5.245349	
EC:3.2.1.180	0	0.464115	0	7.160715	0	14.330662	0	0	0	0	0	0	1.45035	1.02533	0	0	1.43377	
EC:2.5.1.-	375.94562	319.1263	394.49588	501.85767	361.12677	550.5909	455.0258	428.88623	357.5771	288.7773	261.22733	357.5667	412.96976	218.14725	310.38	0	331.1398	
EC:3.5.2.3	306.80548	413.27277	300.6714	391.26505	226.02765	439.1128	366.71	258.39813	353.10376	229.54512	209.51631	262.70874	371.15924	337.92978	249.64616	0	274.8495	
EC:3.5.2.2	479.59848	53.909668	24.663776	21.596403	34.55789	51.131226	26.706718	559.97876	39.96348	67.05888	51.591316	16.11841	46.407986	64.32256	43.6525	0	41.069862	
EC:2.1.1.254	0	0	0	0.657357	0	0	1.18387	0	0	0	0	0	0	0	0	0	0	
EC:2.1.1.250	0	5.765496	0	16.462517	4.586676	8.472552	1.2662749	0	4.9383807	3.71203	2.97396	0	7.7597694	0	0	0	0	
EC:3.2.1.177	0	1.921741	1.05922	8.831199	1.40073	11.847637	1.3956921	1.774	0	3.45572	0.920776	0.904685	2.80538	4.40573	0	0	5.59092	
EC:1.1.1.310	4.846502	3.358299	2.2755399	6.7226872	0	3.3653102	1.35097	2.854147	5.5139904	2.0509	4.06359	1.68746	0	5.87062	0	0	0	
EC:3.5.2.9	10.123859	26.462376	14.5402565	54.902565	8.06829	33.82919	27.133188	5.5182056	20.141678	14.91427	6.5885897	18.420147	18.164923	1.11892	11.1691475	0	9.494401	
EC:3.7.1.22	1.580082	5.714422	1.20008	3.163597	0.741369	1.9265671	0.929488	10.040689	1.562021	5.52164	1.14348	0	1.15803	0	0	0	0	
EC:3.7.1.20	45.462864	108.5972	47.190926	92.22217	41.33445	77.95184	42.75475	46.6535	58.14696	46.116024	50.56348	54.83262	83.3576	71.32575	55.534954	0	36.362595	
EC:3.5.2.5	1.00777	2.32064	7.97633	8.095425	0	3.02763	8.51853	3.944222	4.5831437	2.89858	1.66113	1.31092	0	0	9.68921	0	2.30615	
EC:3.5.2.7	29.165522	27.175785	23.362965	47.056686	18.609108	31.409729	23.275522	39.648155	20.886652	50.37507	38.05114	20.274025	30.07515	28.98727	51.85216	0	16.711605	
EC:3.5.2.6	39.728275	56.2681	33.975273	55.448994	38.450115	60.9706	30.46308	50.840916	34.012966	54.38823	60.11652	41.597202	42.09055	53.611984	42.133728	0	32.07697	
EC:1.5.1.21	243.0941	126.92792	134.11118	49.23931	124.0897	66.6048	85.4032	210.7638	139.6837	177.0697	125.035904	100.430504	146.0691	164.0076	156.4301	0	104.7909	
EC:1.5.1.20	89.592	198.44968	66.038666	111.07892	62.23095	126.00112	118.012146	71.40049	110.843636	55.60269	38.10607	56.242817	153.18587	30.371859	69.761314	0	85.12645	
EC:1.2.1.82	0	0	0	0	0	2.1542	0	0	0	0	0	0	0	0	0	0	0	
EC:1.2.1.81	1.1407	0.400586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:2.3.1.89	0	0	0	0	1.197	0	1.68222	0	0.341043	0	0	1.04662	0	0	0	0	0	
EC:2.3.1.88	0	1.33601	0	1.539387	0	4.19961	0	0	0	0	0	0	0	0	0	0	10.995549	
EC:2.6.1.21	54.010742	103.751114	45.323917	152.90811	34.392605	74.17242	52.826725	52.5267	70.72934	40.780327	55.56372	38.00792	72.829056	28.227459	52.027546	0	29.360037	
EC:6.-	0	2.01635	0	5.361618	0	1.42233	1.74369	0	0	0	0	0	0	0	0	0	5.599249	
EC:2.3.1.85	0	0.554495	0	0	0	0	0	0	0	0	0	0	1.00597	0	0	0	0	
EC:1.5.1.28	5.50204	7.2784553	3.39741	6.12316	5.114292	5.024103	2.816657	2.49294	1.80251	0	7.83003	0	8.89258	3.35675	2.70329	0	2.0344	
EC:2.3.1.86	0	5.784407	0	27.312822	0	22.804234	0	0	0	0	0	0	0.939536	0	0	0	27.560884	
EC:2.1.1.6	0	1.00337	11.48645	4.28955	4.54965	5.71663	10.56174	0	0	0	0	13.067539	0	0	0	0	5.69284	
EC:2.3.1.81	3.83676	2.610024	2.5987802	25.150738	3.5953	22.896196	8.86747	0.599147	4.184699	0	5.1391797	0	0.922138	1.38219	0	0	0.927032	
EC:1.2.1.88	81.79016	146.00632	103.37049	128.47144	85.84773	130.33246	124.23435	67.787865	115.36221	122.65038	89.845634	121.29171	162.2336	151.51114	93.081	0	108.45356	
EC:2.3.1.82	0.751759	1.261762	1.2477419	27.581528	5.915515	14.825283	0	4.7075	1.037863	0	0	3.161686	0	0	0	0	0	
EC:1.1.1.367	0	29.4372	0	23.0899	0	106.503845	0	0	0	0	0	0	30.0015	8.77203	0	0	36.9533	
EC:1.5.-	50.14569	59.930683	39.837902	54.93603	34.460144	62.42405	50.10803	52.938236	53.063667	76.131256	100.53857	36.1445	57.16796	81.34746	65.22158	0	43.169655	
EC:2.6.1.18	272.598	662.6562	6948.4644	1248.022	10309.136	2352.059	2436.6787	418.03497	143.42152	187.69789	145.09225	3783.1318	774.9626	292.73462	370.58905	0	2060.1597	
EC:1.5.1.10	0	0	8.51855	0	6.240005	0	5.56687	0	0.312623	0	0	4.925061	0	0	0	0	0	
EC:2.1.1.1	0	0	0	0	0	1.10941	0	0	0	0	0	0	0	0	0	0	0.674891	
EC:2.6.1.19	277.67764	334.07538	322.3584	150.97025	413.32895	131.80446	304.02588	289.54156	294.78708	119.70715	106.952324	213.46002	201.7188	189.93996	159.64534	0	222.89319	
EC:2.1.1.-	435.0355	521.2682	269.63016	435.2113	254.6169	596.5541	480.81387	382.395	416.49908	324.56424	314.30344	215.45068	395.64978	324.17206	394.03088	0	403.06992	
EC:1.2.1.91	0	7.659048	0	24.72907	0	23.703356	0	0	0	0	0	0	5.681484	2.18579	0	0	9.196079	
EC:2.6.1.16	85.84842	289.7486	178.26384	162.31749	135.81265	210.38846	271.45383	81.63454	135.48805	96.888016	65.06379	171.19107	267.0282	102.0877	90.36082	0	154.57011	
EC:2.6.1.17	151.81165	127.27653	110.758255	110.173485	64.44559	149.60757	116.254944	222.54327	99.28519	90.90805	105.45311	71.861786	146.6016	103.1582	128.7687	0	72.11563	
EC:3.5.1.2	52.15811	112.85981	17.136036	10.636295	21.81372	9.360073	33.659676	38.21034	102.75692	178.19868	65.9791	24.72241	106.662895	87.9402	70.68615	0	45.86752	
EC:2.6.1.11	289.62073	1106.6218	405.39185	376.40393	476.10822	1402.965	483.67172	273.61902	326.37766	348.33954	268.16562	428.01712	515.98413	350.59827	282.1109	0	346.47903	
EC:3.5.1.1	62.927254	68.594666	78.376686	61.822906	68.43698	67.633194	75.94494	63.075752	76.62908	106.59662	75.827415	61.175842	84.640686	82.06874	71.0233	0	60.96408	
EC:3.5.1.4	183.09956	234.55968	130.99976	162.04666	139.16898	175.41565	158.06624	175.76776	186.60004	217.78595	163.28375	117.80382	181.5089	200.11382	252.6241	0	141.50891	
EC:2.6.1.13	9.915567	33.92492	32.148018	58.30744	21.743954	41.88156	33.785446	17.632484	26.06383	25.136189	40.352978	21.66181	14.22681	17.13567	15.70767	0	20.75943	
EC:2.3.1.97	0	0	0	2.731644	0	1.585947	0	0	0	0	0	0	0	0	0	0	2.92761	
EC:3.5.1.3	0	0	0	0	0	1.504632	1.37261	0	2.07295	0	0	0	0	0	4.40003	0	1.43696	
EC:3.5.1.-	141.3167	216.35757	100.69072	282.8603	99.861305	128.86061	79.290276	131.8927	129.85994	124.49992	93.56048	122.6582	177.9816	155.18025	146.1509	0	126.99367	
EC:1.5.1.15	0	0	0	0	0	0	0	0	0	0	0	0	0.926427	0	0	0	0	
EC:3.5.1.9	22.466366	49.005554	27.763777	67.10378	16.907795	58.559578	31.694595	27.741814	30.341818	36.82428	25.477982	21.380661	38.431908	22.081161	27.542042	0	20.023159	
EC:1.1.1.374	0	0	0	3.63538	0	0	0	0	0	0	0	0	0	0	0	0	0	
EC:3.5.1.5	93.93468	74.37144	54.332375	55.52919	47.85856	82.6659	58.443962	131.51863	68.333115	55.671272	64.12406	42.95933	88.48494	43.45569	68.68261	0	46.636353	
EC:1.1.1.371	1.2928	2.035572	0	28.411757	0	19.212831	3.08292	2.2486591	0.595472	0	2.02343	0	0.953023	0	3.64729	0	0	
EC:6.3.1.8	0.840637	0	0	0	0	5.93785	0.842458	0	0.540558	7.26276	0	1.20168	1.28229	0	0	0	0	
EC:1.1.1.338	1.55136	3.5651999	1.08993	6.3964953	0	4.944497	1.59691	0.462607	2.384666	0	0	0	0.781105	0	0	0	0	
EC:1.1.1.336	9.435925	7.1370134	4.185922	26.98249	1.54245	13.115282	12.612436	6.819393	11.200237	7.3107996	4.7641296	3.9404101	6.8725204	10.86034	14.80073	0	1.89212	
EC:6.3.1.5	214.67795	291.3026	149.95544	126.91593	169.10622	376.9397	131.70966	189.73212	209.27905	122.72767	101.359245	131.33913	151.31381	169.26743	152.27202	0	151.37392	
EC:1.1.1.335	2.09386	3.310855	5.671268	6.34362	3.6029038	6.7733884	5.751313	2.40415	2.032061	4.51343	3.94935	1.9633329	2.82672	1.08449	3.3060298	0	2.08024	
EC:1.1.1.333	0	0	0	0.934812	1.881602	3.5981	2.22159	0	0	0	0	4.4352	0	0	0	0	1.557076	
EC:1.11.1.19	0	0	0	0	4.0288	0	0	0	0	0	0	0	0	0	0	0	0	
